BeerID,Name,URL,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId,IsPils
51505,Really Oughtta Porter,/homebrew/recipe/view/529253/really-oughtta-porter,66,19.5,1.051,1.013,4.99,30.68,30.02,23.0,60,1.043,62.5,2.75,Specific Gravity,All Grain,1.25,19.0,,,,False
50138,85: Hefeweizen V1,/homebrew/recipe/view/476172/85-hefeweizen-v1,169,21.0,1.044,1.005,5.07,12.54,3.62,27.0,80,1.034,60.0,3.5,Specific Gravity,All Grain,,21.0,,,,False
24440,Extra Stout,/homebrew/recipe/view/254029/extra-stout,58,20.0,1.061,1.016,5.95,34.57,46.35,28.5,90,1.043,75.0,1.5,Specific Gravity,All Grain,,18.0,,,,False
20872,Sundown Kölsch,/homebrew/recipe/view/372697/sundown-Kölsch,94,23.5,1.045,1.01,4.56,25.78,3.28,27.0,90,1.0390000000000001,75.0,3.5,Specific Gravity,All Grain,1.25,19.0,CO2,11PSI 3 Degrees,63233.0,False
28708,Ghostrider Block 30 (tail 5710),/homebrew/recipe/view/400835/ghostrider-block-30-tail-5710-,87,20.44,15.1725,2.80742,6.68,121.12,37.93,25.36,60,12.4,54.0,1.05,Plato,All Grain,1.0,20.0,Dextrose,,56952.0,False
64611,Munich Dunkele,/homebrew/recipe/view/593752/munich-dunkele,108,1125.0,1.051,1.014,4.87,25.82,16.21,1150.0,60,1.05,73.0,3.0,Specific Gravity,All Grain,1.75,13.5,,,,False
20501,Winner Belgian Blond Ale,/homebrew/recipe/view/249739/winner-belgian-blond-ale,20,30.0,1.069,1.021,6.33,23.37,5.77,68.0,60,1.03,80.0,2.5,Specific Gravity,All Grain,0.75,20.0,,,,False
69774,Citra Blast,/homebrew/recipe/view/602979/citra-blast,10,20.82,1.052,1.015,4.89,25.27,6.68,28.39,60,1.038,65.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
63398,Oktoberfest,/homebrew/recipe/view/475090/oktoberfest,102,20.82,1.053,1.016,4.88,36.34,40.77,28.39,60,1.0390000000000001,70.0,1.5,Specific Gravity,All Grain,,11.11,,,,False
16236,Ed Pitanga - N5,/homebrew/recipe/view/172692/ed-pitanga-n5,10,12.1,12.1302,3.4974199999999995,4.62,39.83,12.39,15.1,60,9.8,68.0,,Plato,BIAB,,20.0,,,,False
11548,Chinook DIPA,/homebrew/recipe/view/220131/chinook-dipa,86,15.14,1.075,1.01,8.53,143.5,9.68,19.68,75,1.057,58.0,1.5,Specific Gravity,All Grain,1.0,16.67,,,,False
40414,Berry Stout,/homebrew/recipe/view/462219/berry-stout,12,21.0,1.057,1.011,6.07,60.19,37.11,28.0,90,1.043,70.0,3.0,Specific Gravity,All Grain,,21.0,,,31984.0,False
7019,047: Hoppy Saison,/homebrew/recipe/view/209966/047-hoppy-saison,134,40.0,1.044,1.008,4.69,34.59,3.36,48.0,90,1.037,80.0,3.0,Specific Gravity,All Grain,,25.0,,,,False
30815,Pils IPA,/homebrew/recipe/view/313517/pils-ipa,7,20.82,1.057,1.013,5.69,24.36,5.55,26.5,60,1.045,85.0,1.5,Specific Gravity,All Grain,,18.33,Kegged,all,24476.0,False
27915,IPA,/homebrew/recipe/view/325200/ipa,56,18.93,1.095,1.023,9.52,73.64,13.75,22.71,60,1.079,65.0,1.33,Specific Gravity,All Grain,0.75,18.33,,,14793.0,False
6988,Vienna Lager,/homebrew/recipe/view/305850/vienna-lager,167,60.57,1.052,1.012,5.29,31.79,9.84,71.92,90,1.044,80.0,1.6,Specific Gravity,All Grain,2.0,10.0,,,,False
3349,Samuel Adams Clone,/homebrew/recipe/view/314499/samuel-adams-clone,167,19.87,1.0490000000000002,1.012,4.89,31.63,14.04,13.25,35,1.074,60.0,,Specific Gravity,BIAB,0.35,19.44,,,48271.0,False
41577,American Red Ale (IBU Challenge #4),/homebrew/recipe/view/455192/american-red-ale-ibu-challenge-4-,92,18.93,1.055,1.01,5.92,16.27,16.81,24.61,60,1.042,75.0,1.5,Specific Gravity,All Grain,0.75,19.44,,,26906.0,False
27883,Graham Cracker apple pie Holiday Brew,/homebrew/recipe/view/298259/graham-cracker-apple-pie-holiday-brew,56,20.82,1.056,1.014,5.47,35.77,15.83,28.39,60,1.041,70.0,,Specific Gravity,BIAB,1.0,20.0,,,,False
20122,Hip Hop IPA,/homebrew/recipe/view/430334/hip-hop-ipa,7,25.0,1.0659999999999998,1.011,7.19,156.64,12.82,30.0,60,1.055,90.0,3.0,Specific Gravity,All Grain,0.35,20.0,,,,False
67966,Fossane Bryggeri - Tåkelur,/homebrew/recipe/view/582199/,7,60.0,1.045,1.01,4.52,35.2,4.49,68.0,65,1.0390000000000001,66.0,5.0,Specific Gravity,All Grain,,20.0,,,32606.0,False
52762,Gose,/homebrew/recipe/view/490368/gose,82,22.0,1.053,1.012,5.38,4.46,3.87,27.0,90,1.0390000000000001,75.0,2.7,Specific Gravity,All Grain,0.75,20.0,,,,False
7286,Imperial IPA,/homebrew/recipe/view/111744/imperial-ipa,86,20.82,1.071,1.016,7.27,76.16,8.16,28.39,75,1.047,80.0,1.25,Specific Gravity,All Grain,1.25,20.0,,,18665.0,False
48374,Who's Deanna,/homebrew/recipe/view/436742/who-s-deanna,167,22.71,1.056,1.015,5.38,21.3,8.67,28.39,60,1.045,70.0,1.5,Specific Gravity,All Grain,,8.89,,,,False
25703,Babavárós,/homebrew/recipe/view/255072/,10,32.0,12.6423,2.37761,5.49,31.7,7.54,42.0,60,9.7,68.0,3.0,Plato,All Grain,,19.0,,,,False
65681,Pale ginger ale,/homebrew/recipe/view/553768/pale-ginger-ale,10,18.93,1.043,1.008,4.7,40.46,10.83,25.36,60,1.032,75.0,2.0,Specific Gravity,All Grain,0.75,21.11,,,,False
37709,Waterfall Black IPA,/homebrew/recipe/view/409779/waterfall-black-ipa,148,23.0,1.058,1.01,6.34,43.0,15.95,28.0,60,1.048,75.0,3.3,Specific Gravity,All Grain,0.75,18.0,,,,False
21777,Kinn Dampen,/homebrew/recipe/view/304544/kinn-dampen,39,23.0,1.046,1.012,4.55,32.48,8.27,29.0,90,1.037,75.0,,Specific Gravity,BIAB,0.75,18.0,,,1046.0,False
26845,Cream Ale 2,/homebrew/recipe/view/364046/cream-ale-2,45,41.64,1.054,1.008,6.08,17.38,2.98,51.1,60,1.041,84.0,1.5,Specific Gravity,All Grain,1.0,20.0,,,1569.0,False
4526,Live by the Hop  Die by the Hop,/homebrew/recipe/view/37504/live-by-the-hop-die-by-the-hop,7,18.93,1.0659999999999998,1.016,6.79,71.77,9.68,11.36,60,,35.0,,Specific Gravity,extract,,20.0,,,,False
68738,Czech Amber Lager,/homebrew/recipe/view/598371/czech-amber-lager,88,18.0,1.044,1.0070000000000001,4.87,15.38,10.94,28.5,60,1.028,70.0,,Specific Gravity,BIAB,,10.0,,,,False
63778,Kickin' Kvass,/homebrew/recipe/view/568976/kickin-kvass,67,20.0,1.044,1.01,4.46,9.86,19.98,20.0,60,1.044,70.0,2.5,Specific Gravity,All Grain,,20.0,,,,False
50292,T2 Christmas Amber,/homebrew/recipe/view/526299/t2-christmas-amber,174,22.71,1.07,1.0090000000000001,8.0,23.57,11.04,17.03,60,1.032,70.0,,Specific Gravity,extract,,21.11,,,,False
39372,Simple IPA,/homebrew/recipe/view/370222/simple-ipa,7,20.0,1.063,1.011,6.84,54.23,6.12,22.0,60,1.058,80.0,3.0,Specific Gravity,All Grain,0.35,18.0,,,56100.0,False
4398,Schwarzbier,/homebrew/recipe/view/51333/schwarzbier,135,20.82,1.053,1.013,5.24,0.0,25.31,28.39,90,,80.0,,Specific Gravity,All Grain,1.5,11.11,,,,False
54519,La Fin d'Ete 2017,/homebrew/recipe/view/523826/la-fin-d-ete-2017,26,41.64,1.077,1.0170000000000001,7.77,31.28,4.73,49.21,60,1.051,80.0,1.5,Specific Gravity,All Grain,0.75,23.89,,,102813.0,False
4279,Super Easy German Hefeweizen,/homebrew/recipe/view/130185/super-easy-german-hefeweizen,170,18.93,1.0590000000000002,1.016,5.63,15.25,3.86,22.71,60,1.0490000000000002,35.0,,Specific Gravity,extract,,20.0,,,10107.0,False
10722,Firestone Walker Union Jack IPA big,/homebrew/recipe/view/297289/firestone-walker-union-jack-ipa-big,7,20.0,18.0233,3.93341,7.72,73.91,6.29,25.0,60,14.6,75.0,,Plato,BIAB,0.35,18.0,,,6721.0,False
58102,Pliney The Elder Clone,/homebrew/recipe/view/538764/pliney-the-elder-clone,65,18.93,1.0859999999999999,1.021,8.56,144.88,7.79,9.46,60,1.172,35.0,,Specific Gravity,extract,,21.11,,,52397.0,False
55539,Wheat Have We Here?,/homebrew/recipe/view/445756/wheat-have-we-here-,175,21.0,1.058,1.014,5.83,14.29,9.79,28.5,60,1.043,67.0,3.0,Specific Gravity,All Grain,,22.0,,,,False
66924,Havregrøt,/homebrew/recipe/view/565581/,7,25.0,1.062,1.012,6.53,54.19,4.93,30.0,60,1.051,65.0,,Specific Gravity,BIAB,,20.0,,,46204.0,False
73415,Trillium style NEIPA clone,/homebrew/recipe/view/619755/trillium-style-neipa-clone,56,20.82,1.072,1.018,7.46,32.79,5.37,28.39,60,1.052,70.0,1.33,Specific Gravity,All Grain,0.35,22.22,,,84257.0,False
56922,Bourbon Barrel Aged Vanilla Bean Coffee Stou...,/homebrew/recipe/view/530442/bourbon-barrel-aged-vanilla-bean-coffee-stout,87,20.82,1.11,1.0290000000000001,10.68,31.86,43.44,28.39,90,1.079,75.0,1.5,Specific Gravity,All Grain,0.5,18.33,Corn Sugar,,,False
60015,Australian War Priest,/homebrew/recipe/view/551364/australian-war-priest,148,16.0,1.052,1.013,5.05,102.44,23.49,22.0,60,1.038,65.0,,Specific Gravity,BIAB,,20.0,,,112337.0,False
61494,Chai Milk Stout,/homebrew/recipe/view/529206/chai-milk-stout,12,18.93,1.067,1.025,5.47,31.63,34.66,15.14,90,1.084,80.0,,Specific Gravity,extract,0.75,20.0,,,,False
61846,Crystal Wheat (Old Mitcho),/homebrew/recipe/view/555711/crystal-wheat-old-mitcho-,14,18.93,1.044,1.01,4.37,26.6,3.08,22.71,60,1.036,73.0,1.5,Specific Gravity,All Grain,0.75,18.89,Kegging,,,False
62300,Black IPA - 3,/homebrew/recipe/view/568717/black-ipa-3,148,20.82,1.0590000000000002,1.015,5.82,91.98,49.21,28.39,60,1.043,70.0,,Specific Gravity,All Grain,,18.33,,,,False
23468,IIPA,/homebrew/recipe/view/48150/iipa,86,22.71,1.074,1.0170000000000001,7.38,202.99,5.55,37.85,90,,75.0,,Specific Gravity,All Grain,0.75,18.33,,,,False
3266,Hazy Days - NEIPA,/homebrew/recipe/view/348333/hazy-days-neipa,7,24.61,1.056,1.012,5.82,43.78,4.74,32.18,60,1.043,74.0,,Specific Gravity,BIAB,0.5,25.56,,,,False
27939,Pilgrim Bitter,/homebrew/recipe/view/311683/pilgrim-bitter,118,11.36,1.0390000000000001,1.011,3.76,28.86,9.74,15.14,60,1.0290000000000001,80.0,,Specific Gravity,BIAB,,22.22,,,,False
16848,John Smith,/homebrew/recipe/view/334730/john-smith,118,20.82,1.034,1.01,3.21,35.81,10.11,11.36,60,1.062,35.0,,Specific Gravity,Partial Mash,0.35,18.33,,,,False
39912,Sweet stout,/homebrew/recipe/view/281362/sweet-stout,162,18.93,1.061,1.015,6.23,28.77,46.32,13.25,60,1.087,85.0,,Specific Gravity,extract,,21.11,,,,False
34196,Stout,/homebrew/recipe/view/350827/stout,12,3.79,1.0659999999999998,1.0170000000000001,6.5,58.97,50.0,9.46,90,1.0270000000000001,60.0,,Specific Gravity,BIAB,0.35,20.0,,,,False
62927,Geburtstag Clarabier,/homebrew/recipe/view/536124/geburtstag-clarabier,102,20.82,1.038,1.0070000000000001,4.1,22.16,10.42,28.39,60,1.028,50.0,,Specific Gravity,BIAB,1.5,15.56,,,,False
71667,Hop Gatherer-Chinook IPA,/homebrew/recipe/view/592641/hop-gatherer-chinook-ipa,7,20.82,1.062,1.015,6.2,81.04,4.93,25.55,60,1.051,80.0,,Specific Gravity,BIAB,,20.0,Corn SUgar,4oz,,False
38546,Brewination IPA (Ruination clone),/homebrew/recipe/view/404636/brewination-ipa-ruination-clone-,56,56.0,1.067,1.011,7.28,95.3,8.04,68.0,60,1.055,77.0,3.0,Specific Gravity,All Grain,1.0,20.0,,,49762.0,False
22136,Admiral # 2 (12/09/2017),/homebrew/recipe/view/420710/admiral-2-12-09-2017-,113,21.0,1.05,1.012,4.95,33.68,18.54,25.0,60,1.042,73.0,,Specific Gravity,BIAB,0.35,19.0,,,,False
18839,Feel Lucky Punk IPA (Hop Variant + Crystal M...,/homebrew/recipe/view/300316/feel-lucky-punk-ipa-hop-variant-crystal-malt-,7,20.7,1.058,1.01,6.36,55.91,12.31,31.0,60,1.0390000000000001,70.0,3.5,Specific Gravity,All Grain,,18.0,,,,False
18584,Mèirleach Eich,/homebrew/recipe/view/410841/,168,18.93,1.0979999999999999,1.021,10.04,33.43,21.06,28.39,90,1.065,68.0,1.5,Specific Gravity,All Grain,0.35,15.56,,,,False
11546,Rogue Shakespeare Oatmeal Stout,/homebrew/recipe/view/221145/rogue-shakespeare-oatmeal-stout,12,27.8,1.061,1.015,6.0,54.05,40.2,34.56,90,1.0490000000000002,89.0,2.8,Specific Gravity,All Grain,1.0,18.0,,,,False
49580,Hoppy Honeymooner American IPA,/homebrew/recipe/view/313160/hoppy-honeymooner-american-ipa,7,28.0,1.061,1.014,6.21,53.01,5.01,28.5,60,1.06,81.0,2.2,Specific Gravity,All Grain,0.35,21.0,,,,False
42478,B&W's Simcoe Pale Ale,/homebrew/recipe/view/379621/b-w-s-simcoe-pale-ale,30,42.0,1.04,1.0070000000000001,4.23,27.78,4.65,48.0,60,1.035,75.0,3.0,Specific Gravity,All Grain,,19.0,,,2708.0,False
15489,MIRADERO West Coast- ROUGH IPA,/homebrew/recipe/view/225132/miradero-west-coast-rough-ipa,65,18.93,1.0659999999999998,1.013,6.87,76.64,11.08,24.61,60,1.051,75.0,1.5,Specific Gravity,All Grain,0.5,25.56,,,43603.0,False
40534,Beveik Belgas,/homebrew/recipe/view/260156/beveik-belgas,22,21.0,1.064,1.012,6.93,17.27,15.72,28.5,60,1.047,60.0,3.0,Specific Gravity,All Grain,,21.0,,,,False
23458,Belgian Pale Ale,/homebrew/recipe/view/207608/belgian-pale-ale,39,177.91,1.055,1.013,5.61,40.85,5.83,189.27,90,1.052,80.0,1.4,Specific Gravity,All Grain,0.75,21.67,,,9916.0,False
38544,Cooper's Antifreeze,/homebrew/recipe/view/343706/cooper-s-antifreeze,108,20.82,1.053,1.015,4.99,28.33,22.91,28.39,60,1.0390000000000001,60.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,,False
38151,Fender Bender Amber - 14l,/homebrew/recipe/view/341069/fender-bender-amber-14l,4,14.5,1.054,1.011,5.69,37.86,12.51,19.8,60,1.04,72.0,,Specific Gravity,BIAB,,19.0,,,,False
34559,Double IPA,/homebrew/recipe/view/409802/double-ipa,56,41.64,1.0859999999999999,1.024,8.14,115.18,8.78,50.16,60,1.072,75.0,1.35,Specific Gravity,All Grain,0.75,18.89,,,23931.0,False
30577,Promise of Conan SMaSH,/homebrew/recipe/view/249617/promise-of-conan-smash,10,15.14,1.06,1.011,6.49,22.51,5.94,18.93,60,1.048,65.0,,Specific Gravity,BIAB,1.25,18.33,,,,False
21793,Nessie's Ale,/homebrew/recipe/view/308436/nessie-s-ale,137,18.93,1.069,1.02,6.49,22.99,13.37,15.14,60,1.087,65.0,,Specific Gravity,Partial Mash,,18.33,,,,False
30104,Split pale london ale,/homebrew/recipe/view/416198/split-pale-london-ale,10,39.75,1.04,1.0070000000000001,4.33,21.79,4.68,49.21,75,1.032,56.0,1.33,Specific Gravity,All Grain,2.0,20.0,,,22093.0,False
49509,Kyles Brew,/homebrew/recipe/view/418813/kyles-brew,10,18.93,1.054,1.013,5.42,38.43,7.39,26.5,60,1.0390000000000001,70.0,1.25,Specific Gravity,All Grain,0.5,18.33,,,,False
67857,Peanut butter stout,/homebrew/recipe/view/549757/peanut-butter-stout,162,20.82,1.06,1.02,5.3,16.07,38.97,11.36,60,1.11,60.0,,Specific Gravity,Partial Mash,0.35,21.11,,,,False
63861,Pumpkin Pumpkin Toil and Trouble,/homebrew/recipe/view/538144/pumpkin-pumpkin-toil-and-trouble,107,30.28,1.064,1.014,6.62,73.84,9.53,41.64,60,1.046,80.0,1.5,Specific Gravity,All Grain,0.5,21.11,,,63277.0,False
32711,Graham Craker Brown Ale,/homebrew/recipe/view/283226/graham-craker-brown-ale,6,20.82,1.08,1.02,7.85,43.23,26.99,24.61,60,1.068,75.0,,Specific Gravity,extract,,20.0,,,51703.0,False
42336,Simcoe IPA,/homebrew/recipe/view/453688/simcoe-ipa,7,24.61,1.045,1.0090000000000001,4.67,29.2,9.69,18.93,90,1.058,70.0,,Specific Gravity,BIAB,,23.89,Dextrose,1 cup,42612.0,False
37794,1710 Irish Red Ale,/homebrew/recipe/view/546133/1710-irish-red-ale,92,11.36,1.051,1.013,4.95,22.05,18.16,17.03,60,1.034,70.0,1.4,Specific Gravity,All Grain,0.5,20.0,Corn Sugar,,50630.0,False
6421,India Pale Alt (Also sprach Zarathustra),/homebrew/recipe/view/183026/india-pale-alt-also-sprach-zarathustra-,65,13.0,1.069,1.016,7.01,64.76,16.52,16.0,60,1.056,70.0,3.0,Specific Gravity,All Grain,,17.0,,,34710.0,False
23105,Padfoot,/homebrew/recipe/view/315578/padfoot,72,20.82,1.074,1.018,7.35,52.14,41.06,24.61,60,1.063,75.0,,Specific Gravity,BIAB,1.25,18.33,,,,False
1129,Old Speckled Hen (clone),/homebrew/recipe/view/333920/old-speckled-hen-clone-,68,21.0,1.052,1.012,5.33,34.5,10.11,26.0,70,1.042,65.0,3.0,Specific Gravity,All Grain,0.75,17.0,gyle,1,,False
62112,IPA-8 Ginger,/homebrew/recipe/view/563712/ipa-8-ginger,7,27.0,1.06,1.015,5.91,77.07,3.7,37.0,90,1.044,67.0,4.01,Specific Gravity,All Grain,0.75,21.0, ??????,70 ?? ?? 1?,,False
29202,Hopolosoldier (HS),/homebrew/recipe/view/384577/hopolosoldier-hs-,7,17.0,1.071,1.014,7.54,209.63,6.81,29.0,90,1.042,56.0,,Specific Gravity,BIAB,,20.0,,,62310.0,False
12733,C7D American Amber Ale Annie Johnson (Pendin...,/homebrew/recipe/view/270146/c7d-american-amber-ale-annie-johnson-pending-brew-date-,86,20.82,1.071,1.016,7.21,44.37,15.89,26.88,60,1.055,75.0,,Specific Gravity,BIAB,2.0,20.0,,,34701.0,False
3155,Dirty Brown Arse,/homebrew/recipe/view/119247/dirty-brown-arse,6,30.28,1.062,1.02,5.55,20.61,20.41,37.85,60,1.05,75.0,,Specific Gravity,All Grain,,21.11,,,19102.0,False
35922,Impromptu Trappist,/homebrew/recipe/view/321103/impromptu-trappist,21,8.0,1.089,1.022,8.74,33.87,21.2,8.0,60,1.089,35.0,,Specific Gravity,extract,1.0,21.0,,,,False
4159,Midland Mild Ale,/homebrew/recipe/view/207178/midland-mild-ale,105,23.0,1.034,1.008,3.4,22.89,21.15,32.0,60,1.024,68.0,2.5,Specific Gravity,All Grain,0.35,18.0,Corn Sugar (for kegging),150g,,False
61550,Rye pale ale,/homebrew/recipe/view/516009/rye-pale-ale,10,20.82,1.05,1.0090000000000001,5.35,41.05,5.23,26.5,60,1.0390000000000001,75.0,2.0,Specific Gravity,All Grain,0.75,18.89,,,66173.0,False
27513,Sour Dry Hopped Saison,/homebrew/recipe/view/474186/sour-dry-hopped-saison,134,20.82,1.056,1.01,6.02,8.87,3.8,22.71,20,1.051,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,,,,False
70116,Belgian Ale #2,/homebrew/recipe/view/607375/belgian-ale-2,24,52.0,1.0590000000000002,1.013,6.01,28.59,13.17,45.0,60,1.068,73.5,2.5,Specific Gravity,All Grain,,20.0,,,,False
43916,Sorachi double  IPA,/homebrew/recipe/view/309698/sorachi-double-ipa,56,18.93,1.075,1.014,7.92,93.89,8.65,28.39,60,1.05,70.0,1.5,Specific Gravity,All Grain,0.5,21.11,,,,False
50318,Milk Stout,/homebrew/recipe/view/434183/milk-stout,12,22.71,1.046,1.016,4.05,35.2,31.95,26.5,75,1.036,60.0,1.5,Specific Gravity,All Grain,0.35,20.0,,,,False
29563,Citra Pale Ale,/homebrew/recipe/view/326391/citra-pale-ale,10,18.93,1.044,1.011,4.34,38.79,10.68,27.44,60,1.03,53.0,1.5,Specific Gravity,All Grain,1.0,20.0,,,,False
64244,Chuck's Black IPA,/homebrew/recipe/view/575218/chuck-s-black-ipa,148,21.0,1.069,1.013,7.31,75.96,42.16,11.0,60,1.074,40.0,,Specific Gravity,extract,1.0,20.0,,,118755.0,False
31335,Weizenbier,/homebrew/recipe/view/262477/weizenbier,170,18.93,1.046,1.012,4.55,5.35,3.84,11.36,60,1.077,35.0,,Specific Gravity,extract,,21.11,,,,False
11954,2nd light ale,/homebrew/recipe/view/215291/2nd-light-ale,30,130.0,1.044,1.011,4.29,18.16,4.55,150.0,60,1.038,80.0,3.3,Specific Gravity,All Grain,0.75,16.0,,,40919.0,False
40318,SMaSH Columbus,/homebrew/recipe/view/275726/smash-columbus,7,13.0,1.0490000000000002,1.01,5.11,32.46,3.76,17.0,60,1.037,70.0,,Specific Gravity,BIAB,,22.0,,,,False
57110,Festive #01 - FH Holiday Hus,/homebrew/recipe/view/401514/festive-01-fh-holiday-hus,29,19.87,1.075,1.012,8.27,36.42,26.35,22.71,70,1.065,75.0,1.3,Specific Gravity,All Grain,0.35,23.89,,,16239.0,False
17257,Hop-Fu,/homebrew/recipe/view/251951/hop-fu,7,26.5,1.0659999999999998,1.012,7.16,130.82,4.86,34.07,90,1.052,80.0,1.5,Specific Gravity,All Grain,1.0,18.89,,,,False
62429,Punkish,/homebrew/recipe/view/485777/punkish,7,23.0,1.07,1.018,6.84,79.82,9.78,29.0,60,1.056,73.0,,Specific Gravity,BIAB,,19.0,,,,False
36124,Hoppy Session,/homebrew/recipe/view/441455/hoppy-session,7,9.46,1.047,1.008,5.12,57.71,3.24,11.36,60,1.0390000000000001,75.0,,Specific Gravity,BIAB,1.0,18.89,,,22270.0,False
43305,Velvet Merlin Clone,/homebrew/recipe/view/524410/velvet-merlin-clone,114,18.93,1.067,1.023,5.74,27.97,50.0,24.61,60,1.051,70.0,1.25,Specific Gravity,All Grain,,21.39,,,,False
17559,June Bug,/homebrew/recipe/view/413627/june-bug,151,41.6,1.056,1.008,6.28,40.23,13.71,52.8,60,1.043,82.0,2.81,Specific Gravity,All Grain,0.75,21.0,Forced Carbonation,Keg with 11 PSI,62681.0,False
60742,Imperial Red Ivan,/homebrew/recipe/view/422046/imperial-red-ivan,56,18.93,1.087,1.022,8.43,51.98,36.32,24.61,90,1.067,75.0,1.5,Specific Gravity,All Grain,1.25,18.33,,,,False
62458,Wraith,/homebrew/recipe/view/574683/wraith,7,18.93,1.0659999999999998,1.018,6.22,51.69,7.06,22.71,60,1.055,75.0,1.5,Specific Gravity,All Grain,0.75,17.78,,,,False
12619,Valyrian Steel,/homebrew/recipe/view/104585/valyrian-steel,132,18.93,1.087,1.022,8.54,42.49,40.0,17.03,60,1.0859999999999999,35.0,,Specific Gravity,extract,0.5,17.22,,,23732.0,False
6384,Oud Bruin,/homebrew/recipe/view/307518/oud-bruin,122,19.87,1.064,1.001,8.19,22.22,20.99,26.5,70,1.048,68.0,1.0,Specific Gravity,All Grain,1.25,18.33,,,,False
1659,Friar Tuck - Canadian Brown Ale,/homebrew/recipe/view/43645/friar-tuck-canadian-brown-ale,6,20.82,1.06,1.015,5.9,31.2,30.32,28.39,60,1.044,70.0,,Specific Gravity,All Grain,0.75,20.0,,,13114.0,False
72350,Double Brown II,/homebrew/recipe/view/612325/double-brown-ii,34,22.0,1.051,1.012,5.05,42.19,27.8,27.5,60,1.032,75.0,2.5,Specific Gravity,All Grain,0.35,18.0,,,,False
37580,Caleb Porter,/homebrew/recipe/view/303349/caleb-porter,12,3.79,1.061,1.012,6.36,74.13,40.51,5.68,60,1.041,75.0,,Specific Gravity,All Grain,,15.56,,,,False
28374,Porter,/homebrew/recipe/view/407303/porter,66,21.0,1.05,1.014,4.76,47.29,34.98,25.0,60,1.042,82.0,,Specific Gravity,BIAB,0.75,21.0,,,63854.0,False
67974,Lucknow,/homebrew/recipe/view/573509/lucknow,7,19.42,1.058,1.014,5.72,56.41,5.77,32.18,90,1.035,70.0,1.5,Specific Gravity,All Grain,0.35,20.56,,,,False
29032,Kylie's Canines - Belgian White IPA,/homebrew/recipe/view/438293/kylie-s-canines-belgian-white-ipa,152,20.82,1.071,1.013,7.52,61.58,4.93,27.44,60,1.054,77.0,1.25,Specific Gravity,All Grain,1.0,21.11,corn sugar,5 oz.,52023.0,False
14099,Classic Saison,/homebrew/recipe/view/352024/classic-saison,134,27.0,1.051,1.011,5.35,25.09,9.07,27.5,60,1.051,70.0,2.5,Specific Gravity,All Grain,0.75,18.0,,,,False
23027,German weiss Browers ACT 2/5/17,/homebrew/recipe/view/272114/german-weiss-browers-act-2-5-17,170,20.0,1.045,1.005,5.2,18.97,3.6,26.0,60,1.034,60.0,3.0,Specific Gravity,All Grain,0.75,20.0,,,,False
45879,Session IPA,/homebrew/recipe/view/539358/session-ipa,10,30.0,1.041,1.008,4.28,48.17,4.62,28.0,60,1.044,70.0,,Specific Gravity,All Grain,,18.0,,,,False
48901,Croissant Sasspants (Saison),/homebrew/recipe/view/374471/croissant-sasspants-saison-,134,35.0,1.063,1.011,6.83,25.49,5.37,41.0,60,1.054,60.0,3.0,Specific Gravity,All Grain,0.5,20.0,,,,False
41778,Kønnshot,/homebrew/recipe/view/390710/,5,46.0,1.0979999999999999,1.024,9.61,84.72,14.13,52.0,70,1.0859999999999999,70.0,3.0,Specific Gravity,All Grain,,18.0,,,70573.0,False
12744,008. American Bitter,/homebrew/recipe/view/321415/008-american-bitter,28,23.0,11.0744,2.96529,4.32,37.26,11.17,28.0,60,9.2,75.0,3.5,Plato,All Grain,0.75,20.0,,,,False
13400,Rauchbier,/homebrew/recipe/view/356675/rauchbier,128,3.79,1.0659999999999998,1.013,6.98,23.05,20.69,6.44,90,1.0390000000000001,75.0,1.5,Specific Gravity,All Grain,,20.0,,,62947.0,False
71225,Squirrely Knob ESB,/homebrew/recipe/view/607127/squirrely-knob-esb,68,20.82,1.06,1.018,5.58,45.91,9.76,24.61,60,1.051,69.0,,Specific Gravity,BIAB,0.5,-6.67,,,86076.0,False
71001,BM Oktoberfast Lager,/homebrew/recipe/view/515909/bm-oktoberfast-lager,115,20.82,1.0590000000000002,1.0190000000000001,5.24,22.53,11.64,25.74,90,1.048,78.0,1.6,Specific Gravity,All Grain,1.75,18.89,CO2,12psi,42609.0,False
56316,Summer IPA,/homebrew/recipe/view/514847/summer-ipa,7,20.82,1.067,1.016,6.58,371.97,4.74,28.39,60,1.0490000000000002,60.0,1.5,Specific Gravity,All Grain,0.35,20.0,,,,False
30548,Skottvångs IPA,/homebrew/recipe/view/282076/,7,19.0,9.81917,1.6977400000000002,4.29,55.4,4.83,22.0,60,8.5,35.0,3.0,Plato,All Grain,0.5,18.0,,,45333.0,False
6036,Brew #001 002 - Ale Gold - extrato (LME),/homebrew/recipe/view/136287/brew-001-002-ale-gold-extrato-lme-,30,5.0,1.045,1.013,4.22,31.9,2.4,8.0,60,1.028,35.0,,Specific Gravity,extract,0.75,20.0,cane sugar,35,28470.0,False
